country,model,vintage,panel,n_obs,RMSFE,MAE,rel_RMSFE_vs_ARMA,dm_stat_vs_ARMA,dm_pval_vs_ARMA
us,lasso,m1,covid,7,0.041965280688559044,0.026057388124606954,0.8905399855197901,-1.985064969162059,0.04713724362825533
us,lasso,m1,post_covid,16,0.004614074767843658,0.0034311108894960565,0.9945794364169718,-0.2732063140597825,0.7846946266376034
us,lasso,m1,full,36,0.01912788950848487,0.007877029150037058,0.8938608169838819,-1.7643279965854295,0.07767677303311804
us,lasso,m2,pre_covid,12,0.002766663721852614,0.0020831128768634,0.8924374829034627,-1.5451986512009779,0.12229822052217965
us,lasso,m2,covid,7,0.03991999038507334,0.025228622452261727,0.847137135178639,-2.191231988572308,0.02843500885283179
us,lasso,m2,post_covid,16,0.0045275181197677195,0.003379506033058525,0.9759218579005878,-0.9479931896413069,0.3431329212525265
us,lasso,m2,full,36,0.01825132840381867,0.0076691286204566035,0.8528984502363292,-1.8664225382802027,0.06198227226019082
us,lasso,m3,pre_covid,12,0.002699021859379211,0.002033763340295192,0.9913939725403751,-0.13892587660847952,0.8895087226697975
us,lasso,m3,covid,7,0.042676206309689664,0.02656497640185241,0.8363802914979798,-0.9025869587017197,0.36674515054140455
us,lasso,m3,post_covid,16,0.004505048183406798,0.0034172691655861187,0.9500078257888823,-2.2048950035134296,0.027461463214231152
us,lasso,m3,full,36,0.0194217883817521,0.00793034788611312,0.8424654037694201,-0.9258309900965312,0.3545338193038603
us,ridge,m1,pre_covid,12,0.0030524192286471696,0.0024946145265530833,0.984613096150298,-0.3438832847140516,0.7309340629801444
us,ridge,m1,covid,7,0.042508880001095414,0.026813817105186467,0.9020756387067039,-1.9154570985245543,0.05543423535583636
us,ridge,m1,post_covid,16,0.005692318452320031,0.004243921193065376,1.2269985128264869,1.8478971671421278,0.06461722043231699
us,ridge,m1,full,36,0.019483141289925805,0.00847731191872891,0.9104620027787347,-1.6176872946096046,0.10573000549142386
